Source,Date,Radio Flux (4.8/5.5 GHz),Radio Flux error (4.8/5.5 GHz),Radio Flux (8.4/9.0 GHz),Radio Flux error (8.4/9.0 GHz),X-ray Flux,X-ray Flux Error,X-ray Luminosity,X-ray Luminosity Error,Radio Luminosity,Radio Luminosity Error,Distance,Reference
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.524703941e+35,6.31052888938e+34,2.29346267895e+28,1.14673133948e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.47099661182e+35,5.18141321098e+34,2.85781989952e+28,1.42890994976e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.17233119659e+35,5.52247395205e+34,2.02586096441e+28,1.0129304822e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.51988863692e+35,1.25994431846e+35,3.24418864617e+28,1.62209432309e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.60565713461e+35,8.02828567306e+34,2.13065079904e+28,1.06532539952e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.91059576419e+35,1.23620666643e+35,2.17677345782e+28,1.08838672891e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.06445158267e+35,1.03222579134e+35,2.04607091349e+28,1.02303545675e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.6215553818e+35,8.107776909e+34,3.80662331033e+28,1.90331165517e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.37829523812e+35,1.68914761906e+35,1.58641203957e+28,1.28853689566e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.39322930943e+35,1.19661465472e+35,2.88269843643e+28,1.44134921822e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.74485048039e+35,1.37242524019e+35,2.43733460764e+28,1.21866730382e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.13235651838e+35,1.06617825919e+35,3.68842453097e+28,1.84421226549e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.07511624538e+35,1.03755812269e+35,2.80271495538e+28,1.40135747769e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.37404912242e+35,1.68702456121e+35,2.56926913288e+28,1.28463456644e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.31372161569e+35,1.15686080784e+35,2.35209999741e+28,1.17604999871e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.26645477726e+35,1.13322738863e+35,2.35262584699e+28,1.1763129235e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.5670663512e+35,1.7835331756e+35,2.86347824312e+28,1.43173912156e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.47767434703e+35,1.23883717351e+35,3.4930491749e+28,1.74652458745e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.35151837666e+35,1.67575918833e+35,4.99771396061e+28,2.49885698031e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.38055679356e+35,6.32567007717e+34,4.3196833233e+28,2.15984166165e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.16189145732e+35,7.83062734106e+34,2.60015090185e+28,2.3878219568e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.97956218413e+35,9.89781092066e+34,2.42376758055e+28,1.35856404914e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.44134157553e+36,1.63925850246e+35,2.35181310196e+29,2.56986199883e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.3734037242e+36,1.92264009552e+35,2.49977485341e+29,4.04947951331e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.3354991869e+36,1.9918836e+35,2.39853786558e+29,3.58223187716e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.57592668903e+36,1.39797050866e+35,2.42968770799e+29,3.50435727113e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.1427866796e+36,1.31811171491e+35,1.02015733893e+29,3.03710963498e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.76577494361e+36,3.21576336462e+35,9.18920351097e+28,3.34860805908e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.73706673547e+36,7.54777239801e+34,6.69721611816e+28,1.63536672653e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.80966708518e+36,1.62243313182e+35,5.13972399766e+28,3.50435727113e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.45942562753e+36,8.08215758037e+34,8.17683363264e+28,2.49198739281e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.28410717534e+35,1.64205358767e+35,3.81585569523e+28,1.09024448435e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.93137649585e+36,1.63877573995e+35,1.71324133255e+29,1.5574921205e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.2244122419e+36,1.65371943399e+35,8.56620666277e+28,1.5574921205e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.45471025689e+36,1.68639916432e+35,9.34495272302e+28,1.5574921205e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.54253463205e+36,1.8180616669e+35,7.78746060251e+28,3.89373030125e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.44134157553e+36,1.63925850246e+35,6.22996848201e+28,2.33623818076e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.44134157553e+36,1.63925850246e+35,2.1727015081e+29,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.3734037242e+36,1.92264009552e+35,1.74439117496e+29,1.09024448435e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.3354991869e+36,1.9918836e+35,2.14933912629e+29,1.09024448435e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.57592668903e+36,1.39797050866e+35,1.8534156234e+29,1.01236987833e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.1427866796e+36,1.31811171491e+35,1.16811909038e+29,1.01236987833e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.76577494361e+36,3.21576336462e+35,6.54146690611e+28,9.34495272302e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.73706673547e+36,7.54777239801e+34,5.76272084586e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.80966708518e+36,1.62243313182e+35,4.43885254343e+28,7.00871454227e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.45942562753e+36,8.08215758037e+34,4.04947951331e+28,5.45122242176e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.02845420923e+36,9.42906498178e+34,5.68484623984e+28,9.34495272302e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,9.18649327859e+35,9.57400345337e+34,3.19285884703e+28,5.45122242176e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,8.07413165365e+35,5.98927238308e+34,3.50435727113e+28,4.67247636151e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,6.67901383254e+35,8.56382290231e+34,3.50435727113e+28,4.67247636151e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,6.95040865192e+35,4.91375431511e+34,1.8689905446e+28,9.34495272302e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,6.56121429429e+35,7.71119847934e+34,2.56986199883e+28,4.67247636151e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,6.15414675193e+35,1.09107070108e+35,2.80348581691e+28,4.67247636151e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,5.17995943752e+35,8.5081406356e+34,3.73798108921e+28,7.00871454227e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,5.44212142391e+35,2.72106071195e+35,1.63536672653e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.03273433775e+36,5.16367168876e+35,2.10261436268e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.47480798931e+35,1.32031706183e+35,2.41411278678e+28,4.67247636151e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.87841525418e+35,4.74456799929e+34,2.72561121088e+28,4.67247636151e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.44197600187e+35,6.354964984e+34,1.2459936964e+28,6.22996848201e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.80866704344e+35,1.90433352172e+35,1.32386830243e+28,6.61934151214e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.30549549693e+35,2.15274774847e+35,5.45122242176e+27,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.70941959704e+35,2.35470979852e+35,6.22996848202e+27,3.11498424101e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.28410717534e+35,1.64205358767e+35,3.11498424101e+27,2.33623818076e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.81630895453e+35,4.55810098001e+34,1.40174290845e+28,4.67247636151e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,5.37193433816e+35,8.23214311456e+34,1.79111593858e+28,8.9555796929e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.63131081738e+35,2.31565540869e+35,8.56620666277e+27,2.33623818076e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.46656946017e+35,5.43700304412e+34,2.02473975665e+28,5.45122242176e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,6.04120226847e+35,3.02060113423e+35,2.25836357473e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,8.248458293e+35,4.1242291465e+35,2.41411278678e+28,4.67247636151e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,5.98262891263e+35,8.64024201319e+34,1.47961751448e+28,7.39808757239e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,6.68459851702e+35,1.17124767922e+35,1.01236987833e+28,5.06184939163e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.5259881543e+36,7.6299407715e+35,1.71324133255e+28,3.11498424101e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,6.14561063302e+35,8.89034590872e+34,1.47961751448e+28,7.39808757239e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,6.0681053065e+35,5.75771095666e+34,1.47961751448e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,6.13457292655e+35,5.97281457025e+34,7.78746060252e+27,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,5.96851359517e+35,1.6676811452e+35,1.32386830243e+28,4.67247636151e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,6.21798660787e+35,3.83554813772e+34,2.49198739281e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,7.26628893937e+35,7.81905201271e+34,1.8689905446e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,6.94787414875e+35,7.17094334375e+34,1.47961751448e+28,3.11498424101e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,7.63165238403e+35,6.48020893958e+34,2.72561121088e+28,3.11498424101e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.44134157553e+36,1.63925850246e+35,1.52634227809e+29,3.11498424101e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.3734037242e+36,1.92264009552e+35,8.87770508687e+28,9.34495272302e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,4.3354991869e+36,1.9918836e+35,2.06367705967e+29,2.02473975665e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.57592668903e+36,1.39797050866e+35,1.88456546581e+29,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.1427866796e+36,1.31811171491e+35,1.40953036906e+29,7.00871454227e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.76577494361e+36,3.21576336462e+35,3.66010648318e+28,7.78746060252e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,2.4009869738e+36,5.01146434984e+35,4.43885254343e+28,5.45122242176e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.73706673547e+36,7.54777239801e+34,5.29547320971e+28,7.78746060252e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.73706673547e+36,7.54777239801e+34,7.55383678444e+28,1.63536672653e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.70061158288e+36,7.9603149061e+34,4.36097793741e+28,6.22996848201e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.58150090554e+36,7.4881951156e+34,5.06184939164e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.46285378994e+36,3.67485953925e+35,4.28310333138e+28,5.45122242176e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.80966708518e+36,1.62243313182e+35,4.82822557356e+28,5.45122242176e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.45942562753e+36,8.08215758037e+34,4.98397478561e+28,5.45122242176e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.58074165178e+36,2.20078261816e+35,3.03710963498e+28,7.78746060252e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.02845420923e+36,9.42906498178e+34,2.88136042293e+28,5.45122242176e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,9.18649327859e+35,9.57400345337e+34,3.50435727113e+28,7.00871454227e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,3.87841525418e+35,4.74456799929e+34,1.79111593858e+28,4.67247636151e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,7.67826639589e+35,1.22405531463e+35,3.89373030126e+28,1.5574921205e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,7.67826639589e+35,1.22405531463e+35,3.27073345306e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,1.00377078156e+36,7.05683584151e+34,3.11498424101e+28,1.5574921205e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,8.2476847758e+35,9.62376090747e+34,2.1804889687e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,8.97281052283e+35,7.05145962266e+34,3.03710963498e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,8.56632448986e+35,8.27076411532e+34,3.27073345306e+28,3.89373030126e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,7.82092271743e+35,1.2040810158e+35,7.00871454227e+27,3.50435727113e+27,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,8.2476847758e+35,9.62376090747e+34,2.33623818076e+28,1.16811909038e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,8.97281052283e+35,7.05145962266e+34,2.33623818076e+28,1.16811909038e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,8.56632448986e+35,8.27076411532e+34,2.33623818076e+28,1.16811909038e+28,8,Rushtonetal.(2016)
SwiftJ1753(BAT),-1.0,-1.00,-1.00,-1,-1.00,-1.000,-1.000,7.82092271743e+35,1.2040810158e+35,2.33623818076e+28,1.16811909038e+28,8,Rushtonetal.(2016)
